title,view,vote,describe,movie_genre,nation,follower,rating,season,combined_text
bạch tuyết tóc đỏ,793651,9.7,shirayuki bạch_tuyết cô gái xinh_đẹp làm nghề y mái_tóc màu đỏ hiếm gặp mái_tóc cô chính_hoàng_tử nước mình cưỡng_hôn bắt_hoàng_cung làm tì_thiếp quyết_định cắt bỏ mái_tóc mình chạy trốn cô tình_cờ gặp zen – hoàng_tử nước láng_giềng – cảm_phục_vị hoàng_tử trẻ cô quyết_định trở_thành người hầu_phục_vụ bên ngài …,anime_bộ shoujo romance fantasy drama,nhật_bản,1030,tuổi_teen,2015.0,shirayuki bạch_tuyết cô gái xinh_đẹp làm nghề y mái_tóc màu đỏ hiếm gặp mái_tóc cô chính_hoàng_tử nước mình cưỡng_hôn bắt_hoàng_cung làm tì_thiếp quyết_định cắt bỏ mái_tóc mình chạy trốn cô tình_cờ gặp zen – hoàng_tử nước láng_giềng – cảm_phục_vị hoàng_tử trẻ cô quyết_định trở_thành người hầu_phục_vụ bên ngài … anime_bộ shoujo romance fantasy drama nhật_bản tuổi_teen
mahou shoujo madoka★magica movie 3: hangyaku no monogatari,6538,9.5,ấm_áp hi_vọng sâu_nỗi tuyệt_vọng chính tình_yêu,anime_lẻ thriller psychological drama magic,nhật_bản,56,tuổi_teen,2013.0,ấm_áp hi_vọng sâu_nỗi tuyệt_vọng chính tình_yêu anime_lẻ thriller psychological drama magic nhật_bản tuổi_teen
mahou shoujo madoka★magica movie 1: hajimari no monogatari,51542,9.3,movie mahou shoujo madoka magica,anime_lẻ thriller psychological drama magic,nhật_bản,25,tuổi_teen,2012.0,movie mahou shoujo madoka magica anime_lẻ thriller psychological drama magic nhật_bản tuổi_teen
bạch tuyết tóc đỏ mùa 2,380526,9.4,phim akagami no shirayukihime,anime_bộ shoujo romance fantasy drama,nhật_bản,509,tuổi_teen,2016.0,phim akagami no shirayukihime anime_bộ shoujo romance fantasy drama nhật_bản tuổi_teen
bạch tuyết tóc đỏ ova,90787,10.0,tập phim ova akagami no shirayukihime,anime_lẻ shoujo romance fantasy drama,nhật_bản,48,tuổi_teen,2016.0,tập phim ova akagami no shirayukihime anime_lẻ shoujo romance fantasy drama nhật_bản tuổi_teen
chỉ còn là hôm qua,35563,7.5,taeko okajima tuýp quý cô văn_phòng ở công_ty lớn trong thành_phố lớn trong lần cô xin nghỉ_phép thăm quê_nhà ở yamagata prefecture quê_hương anh rể cô chuyến đi gợi nhớ kỉ_niệm lớp cô ấy trong suốt khoảng thời_gian ở yamagata cô làm chăm luôn cảm_thấy hạnh_phúc hệt người nông_dân bảo_bọc bởi người họ_hàng dân_làng thân_thiện khiến kí_ức ùa thân_thiện họ khiến cô cân_nhắc lựa_chọn trong sống mình,anime_lẻ romance slice_of_life drama,nhật_bản,26,mọi_lứa_tuổi,1991.0,taeko okajima tuýp quý cô văn_phòng ở công_ty lớn trong thành_phố lớn trong lần cô xin nghỉ_phép thăm quê_nhà ở yamagata prefecture quê_hương anh rể cô chuyến đi gợi nhớ kỉ_niệm lớp cô ấy trong suốt khoảng thời_gian ở yamagata cô làm chăm luôn cảm_thấy hạnh_phúc hệt người nông_dân bảo_bọc bởi người họ_hàng dân_làng thân_thiện khiến kí_ức ùa thân_thiện họ khiến cô cân_nhắc lựa_chọn trong sống mình anime_lẻ romance slice_of_life drama nhật_bản mọi_lứa_tuổi
one: kagayaku kisetsu e,11104,1.0,kí_ức rơi rớt quá_khứ bi_thương orihara kouhei quay quê nhà thời_gian đột_ngột biến mất hoàn_thành lời hứa xưa cô bạn gái thuở nhỏ,anime_bộ supernatural drama,nhật_bản,1,tuổi_teen,2001.0,kí_ức rơi rớt quá_khứ bi_thương orihara kouhei quay quê nhà thời_gian đột_ngột biến mất hoàn_thành lời hứa xưa cô bạn gái thuở nhỏ anime_bộ supernatural drama nhật_bản tuổi_teen
mahou shoujo madoka★magica movie 2: eien no monogatari,36029,8.0,movie madoka kyuubey only compounds their despair when he confesses his true intentions to haess the energy created from magical_girls and_use it to prolong the life of_the universe as the threat of_walpurgisnacht a powerful witch looms overhead homura once again vows to protect_madoka and_the world from a grim fate caught between honoring homura's_wish and_saving the world which one will madoka choose in the end mahou shoujo madoka ★ magica movie eien no monogatari is a story of inescapable_destiny and_an unlikely hero who could change it all written by mal rewrite,anime_lẻ thriller psychological drama magic,nhật_bản,13,tuổi_teen,2012.0,movie madoka kyuubey only compounds their despair when he confesses his true intentions to haess the energy created from magical_girls and_use it to prolong the life of_the universe as the threat of_walpurgisnacht a powerful witch looms overhead homura once again vows to protect_madoka and_the world from a grim fate caught between honoring homura's_wish and_saving the world which one will madoka choose in the end mahou shoujo madoka ★ magica movie eien no monogatari is a story of inescapable_destiny and_an unlikely hero who could change it all written by mal rewrite anime_lẻ thriller psychological drama magic nhật_bản tuổi_teen
mahou shoujo madoka★magica,151569,9.1,kaname madoka học_sinh cấp hết_sức bình_thường đến ngày cô bé nhận mình_thể sử_dụng phép_thuật thế đời số_phận cô bé thay_đổi hoàn_toàn,anime_bộ thriller psychological drama magic,nhật_bản,121,tuổi_teen,2011.0,kaname madoka học_sinh cấp hết_sức bình_thường đến ngày cô bé nhận mình_thể sử_dụng phép_thuật thế đời số_phận cô bé thay_đổi hoàn_toàn anime_bộ thriller psychological drama magic nhật_bản tuổi_teen
vivid strike!,178129,8.9,spin off series magical girl lyrical nanoha,anime_bộ drama magic action,nhật_bản,180,tuổi_teen,2016.0,spin off series magical girl lyrical nanoha anime_bộ drama magic action nhật_bản tuổi_teen
robot kí ức,7604,8.0,clb robot trường chuuoutanegashima đứng nguy_cơ giải_tán clb thành_viên kaito yashio nam_sinh chăm_chơi game đối_kháng robot ko quan_tâm đến clb nữ_sinh ăn_hại táo_bạo tên akiho senomiya muốn hoàn_thành chế_tạo con robot ngày_kia kaito phát_hiện bản báo_cáo viết ar artificial resistance trong còn bản cáo_trạng âm_mưu người tên kou kimishima,anime_bộ sci-fi school drama mystery,nhật_bản,80,tuổi_teen,2012.0,clb robot trường chuuoutanegashima đứng nguy_cơ giải_tán clb thành_viên kaito yashio nam_sinh chăm_chơi game đối_kháng robot ko quan_tâm đến clb nữ_sinh ăn_hại táo_bạo tên akiho senomiya muốn hoàn_thành chế_tạo con robot ngày_kia kaito phát_hiện bản báo_cáo viết ar artificial resistance trong còn bản cáo_trạng âm_mưu người tên kou kimishima anime_bộ sci-fi school drama mystery nhật_bản tuổi_teen
loveless,66578,7.2,aoyagi ritsuka học_sinh lớp cậu đột_nhiên mất_trí_nhớ cách kỳ_lạ trở_thành người ít nói mẹ cậu trở lạ_lùng bà nào mắng chửi cậu cậu người_thân người bạn người che_chở duy_nhất anh_trai seimei cậu thử_hỏi xảy ritsuka ngày_kia anh_trai cậu ám_sát chắc_chắn cậu đau_khổ ngày anh_trai cậu giết cậu luôn tìm_kiếm thật thật cái chết anh_trai mình ngày_kia người tên soubi đến gặp ritsuka nói cậu anh ta người bạn thân seimei seimei nhờ chăm_sóc cậu biết đến soubi cậu cuốn chiến_tranh giữa nhóm người “ fighter_unit ” “ sacrifite ” sức_mạnh kỳ_lạ dùng câu thần_chú xinh_đẹp thần_bí chiến_đấu cái ngày soubi cái ngày soubi nói i love you ritsuka ritsuka_thực thay_đổi tuy bản_tính thoáng_ritsuka mãi_mãi bao_giờ bỏ tìm thật cái chết anh_trai cậu kẻ nào làm,anime_bộ shounen_ai romance supernatural fantasy drama mystery josei action,nhật_bản,43,tuổi_teen,2005.0,aoyagi ritsuka học_sinh lớp cậu đột_nhiên mất_trí_nhớ cách kỳ_lạ trở_thành người ít nói mẹ cậu trở lạ_lùng bà nào mắng chửi cậu cậu người_thân người bạn người che_chở duy_nhất anh_trai seimei cậu thử_hỏi xảy ritsuka ngày_kia anh_trai cậu ám_sát chắc_chắn cậu đau_khổ ngày anh_trai cậu giết cậu luôn tìm_kiếm thật thật cái chết anh_trai mình ngày_kia người tên soubi đến gặp ritsuka nói cậu anh ta người bạn thân seimei seimei nhờ chăm_sóc cậu biết đến soubi cậu cuốn chiến_tranh giữa nhóm người “ fighter_unit ” “ sacrifite ” sức_mạnh kỳ_lạ dùng câu thần_chú xinh_đẹp thần_bí chiến_đấu cái ngày soubi cái ngày soubi nói i love you ritsuka ritsuka_thực thay_đổi tuy bản_tính thoáng_ritsuka mãi_mãi bao_giờ bỏ tìm thật cái chết anh_trai cậu kẻ nào làm anime_bộ shounen_ai romance supernatural fantasy drama mystery josei action nhật_bản tuổi_teen
grisaia no meikyuu: caprice no mayu 0,129759,9.3,bộ phim kể quá_khứ yuuji còn nhỏ đến lớn …,anime_lẻ drama,nhật_bản,105,người_lớn,2015.0,bộ phim kể quá_khứ yuuji còn nhỏ đến lớn … anime_lẻ drama nhật_bản người_lớn
lamune,42121,9.1,người bạn thân_thân thuở nhỏ phòng họ cách nhau mét cửa_sổ ban công_nam nữ_liệu chăng bao_giờ tình_yêu nảy nở_liệu tình_yêu họ đi đến đâu_liệu trắc trở_thể chia lìa người,anime_bộ romance slice_of_life drama,nhật_bản,66,tuổi_teen,2005.0,người bạn thân_thân thuở nhỏ phòng họ cách nhau mét cửa_sổ ban công_nam nữ_liệu chăng bao_giờ tình_yêu nảy nở_liệu tình_yêu họ đi đến đâu_liệu trắc trở_thể chia lìa người anime_bộ romance slice_of_life drama nhật_bản tuổi_teen
phantom: requiem for the phantom,65297,8.9,dựa nitro visual novel phantom of_infeo thế_giới ngầm bên mỹ hàng_loạt tên trùm băng_mafia lần_lượt ám_sát tin_đồn tổ_chức mang tên infeo gây sát_thủ mang biệt_danh phantom chàng trai_trẻ người nhật đi du_lịch bên mỹ tình_cờ chứng_kiến vụ thảm_sát đáng_lẽ bịt miệng trở_thành phantom phục_vụ tổ_chức infeo,anime_bộ seinen thriller drama action,nhật_bản,106,người_lớn,2009.0,dựa nitro visual novel phantom of_infeo thế_giới ngầm bên mỹ hàng_loạt tên trùm băng_mafia lần_lượt ám_sát tin_đồn tổ_chức mang tên infeo gây sát_thủ mang biệt_danh phantom chàng trai_trẻ người nhật đi du_lịch bên mỹ tình_cờ chứng_kiến vụ thảm_sát đáng_lẽ bịt miệng trở_thành phantom phục_vụ tổ_chức infeo anime_bộ seinen thriller drama action nhật_bản người_lớn
cuộc chiến người khổng lồ crimson bow and arrow,146467,8.8,movie recap tập,anime_lẻ shounen super_power fantasy drama action,nhật_bản,70,người_lớn,2014.0,movie recap tập anime_lẻ shounen super_power fantasy drama action nhật_bản người_lớn
đại chiến titan mùa 2,1423229,9.8,season bộ phim attack on titan,anime_bộ shounen super_power fantasy drama action,nhật_bản,1863,người_lớn,2017.0,season bộ phim attack on titan anime_bộ shounen super_power fantasy drama action nhật_bản người_lớn
đại chiến titan,2566341,9.4,eren jaeger sống trong thành_phố bao_bọc bởi tường đá titan giết người ở ngoài trong thập_kỉ thành_viên nhóm trinh_thám_legion con_người duy_nhất dám bước khỏi bức tường thu_thập thông_tin titan eren người_yêu hòa bình còn nguyện_vọng nào to_lớn gia_nhập họ,anime_bộ shounen super_power fantasy drama action,nhật_bản,3412,người_lớn,2013.0,eren jaeger sống trong thành_phố bao_bọc bởi tường đá titan giết người ở ngoài trong thập_kỉ thành_viên nhóm trinh_thám_legion con_người duy_nhất dám bước khỏi bức tường thu_thập thông_tin titan eren người_yêu hòa bình còn nguyện_vọng nào to_lớn gia_nhập họ anime_bộ shounen super_power fantasy drama action nhật_bản người_lớn
noir,23165,7.6,mireille bouquet sát_thủ chuyên_nghiệp cô cô gái nhật_kirika yumura làm hành_hương quá_khứ họ nhau tìm thật tổ_chức hàng ngàn tuổi kiểm_soát sống họ kể sinh đầu_mối duy_nhất trong tìm_kiếm họ tên mật họ cái tên nói đến thiên_mệnh cổ_xưa thiếu_nữ cai_quản cái chết noir noir xem anime đầu_tiên trong bộ anime girlswithguns gồm noir madlax el cazador de_la bruja,anime_bộ drama mystery action,nhật_bản,7,tuổi_teen,2001.0,mireille bouquet sát_thủ chuyên_nghiệp cô cô gái nhật_kirika yumura làm hành_hương quá_khứ họ nhau tìm thật tổ_chức hàng ngàn tuổi kiểm_soát sống họ kể sinh đầu_mối duy_nhất trong tìm_kiếm họ tên mật họ cái tên nói đến thiên_mệnh cổ_xưa thiếu_nữ cai_quản cái chết noir noir xem anime đầu_tiên trong bộ anime girlswithguns gồm noir madlax el cazador de_la bruja anime_bộ drama mystery action nhật_bản tuổi_teen
night head genesis,27525,5.5,anime dựa bộ phim_truyền_hình tên night head phát_sóng người ta nói khả_năng bộ_não con_người sử_dụng con_người sức_mạnh khủng_khiếp nó ngủ yên trong khu_vực khả_năng bộ_não sử_dụng gọi head night anh_em kirihara naoto kirihara_naoya sức_mạnh siêu_nhiênvì vậy cha_mẹ bỏ_rơi đưa họ đến_viên nghiên_cứu họ chạy khỏi phòng_thí_nghiệm biến_động lớn xảy,anime_bộ supernatural psychological drama horror mystery,nhật_bản,10,người_lớn,2006.0,anime dựa bộ phim_truyền_hình tên night head phát_sóng người ta nói khả_năng bộ_não con_người sử_dụng con_người sức_mạnh khủng_khiếp nó ngủ yên trong khu_vực khả_năng bộ_não sử_dụng gọi head night anh_em kirihara naoto kirihara_naoya sức_mạnh siêu_nhiênvì vậy cha_mẹ bỏ_rơi đưa họ đến_viên nghiên_cứu họ chạy khỏi phòng_thí_nghiệm biến_động lớn xảy anime_bộ supernatural psychological drama horror mystery nhật_bản người_lớn
hybrid child,126417,9.1,hybrid child người chẳng máy ngày tôi mất đimất bao lâuđể cậu quên tôi con ai ngoài hazuki con_người cố_chấp_mối tình vốn ko hy_vọng con_người sớm chấp_nhận số_phận mình con_người đi đâu couple đầu_tiên trong bộ manga hybrid child vs nét vẽ level ngon,anime_bộ shounen_ai sci-fi romance drama historical,nhật_bản,169,tuổi_teen,2014.0,hybrid child người chẳng máy ngày tôi mất đimất bao lâuđể cậu quên tôi con ai ngoài hazuki con_người cố_chấp_mối tình vốn ko hy_vọng con_người sớm chấp_nhận số_phận mình con_người đi đâu couple đầu_tiên trong bộ manga hybrid child vs nét vẽ level ngon anime_bộ shounen_ai sci-fi romance drama historical nhật_bản tuổi_teen
natsuyuki rendezvous,24028,8.2,câu tình lãng_mạn anh_chàng hazuki chủ cửa tiệm hoa xinh_đẹp thế_nào anh phát_hiện linh_hồn người chồng quá cố cô ấy còn trong nhà cô ấy mọi người hãy xem phim khám_phá,anime_bộ romance supernatural drama josei,nhật_bản,11,tuổi_teen,2012.0,câu tình lãng_mạn anh_chàng hazuki chủ cửa tiệm hoa xinh_đẹp thế_nào anh phát_hiện linh_hồn người chồng quá cố cô ấy còn trong nhà cô ấy mọi người hãy xem phim khám_phá anime_bộ romance supernatural drama josei nhật_bản tuổi_teen
nagi no asukara,246972,9.3,ngày_xưa nhân_loại sống đại_dương số bỏ đi tiến đất_liền người sống biển kẻ ở bờ câu xoay quanh hikari sakishima manaka mukaido hiradaira chisaki isaki kaname cư_dân ở đại_dương cao_trung_namiji ngôi trường biển đóng_cửa họ đến học cao trung_mihama ngôi trường đất_liền họ gặp_gỡ kihara tsumugu người sống đất_liền gặp bất_ngờ khiến hành_trình nhóm bạn trẻ bước sang trang mới drama đầy hứa_hẹn góp mặt pa work okada mari,anime_bộ romance fantasy drama,nhật_bản,288,tuổi_teen,2013.0,ngày_xưa nhân_loại sống đại_dương số bỏ đi tiến đất_liền người sống biển kẻ ở bờ câu xoay quanh hikari sakishima manaka mukaido hiradaira chisaki isaki kaname cư_dân ở đại_dương cao_trung_namiji ngôi trường biển đóng_cửa họ đến học cao trung_mihama ngôi trường đất_liền họ gặp_gỡ kihara tsumugu người sống đất_liền gặp bất_ngờ khiến hành_trình nhóm bạn trẻ bước sang trang mới drama đầy hứa_hẹn góp mặt pa work okada mari anime_bộ romance fantasy drama nhật_bản tuổi_teen
kyoushirou to towa no sora,30971,7.9,trôi kể xảy khủng_hoảng lớn câu diễn trong thành_phố học_viện academia dấu_hiệu hồi_phục nhân_vật chính phim shiratori_kuu nữ_sinh bình_thường thích đi học sống thường_nhật cô trống_rỗng khoảng thời_gian sắp diễn lễ_hội_trường nam_sinh mới chuyển tới học ở trường cô câu đầu_tiên cậu nói cô lần đầu chạm_mặt đến tôi hình_dáng cử câu nói anh giống_vị hoàng_tử cô gặp trong giấc mơ mình còn nhỏ,anime_bộ shounen romance drama magic,nhật_bản,23,tuổi_teen,2007.0,trôi kể xảy khủng_hoảng lớn câu diễn trong thành_phố học_viện academia dấu_hiệu hồi_phục nhân_vật chính phim shiratori_kuu nữ_sinh bình_thường thích đi học sống thường_nhật cô trống_rỗng khoảng thời_gian sắp diễn lễ_hội_trường nam_sinh mới chuyển tới học ở trường cô câu đầu_tiên cậu nói cô lần đầu chạm_mặt đến tôi hình_dáng cử câu nói anh giống_vị hoàng_tử cô gặp trong giấc mơ mình còn nhỏ anime_bộ shounen romance drama magic nhật_bản tuổi_teen
khát khao cặn bã,772746,7.4,mugi hanabi cặp lý_tưởng bao_nhiêu người hằng mong_ước tưởng_chừng sống cấp đầy lãng_mạng đôi tình_nhân màhọ bí_mật bí_mật liên_quan đến tình_yêu đơn_phương_tình yêu_thể nào kết_quảvậy sao chẳng họ cặp đôi hoàn_hảo hay sao mời bạn đón xem cái bí_mật họ tự gọi mình kuzu no honkai cặn_bã xã_hội,anime_bộ seinen school romance drama,nhật_bản,1444,người_lớn,2017.0,mugi hanabi cặp lý_tưởng bao_nhiêu người hằng mong_ước tưởng_chừng sống cấp đầy lãng_mạng đôi tình_nhân màhọ bí_mật bí_mật liên_quan đến tình_yêu đơn_phương_tình yêu_thể nào kết_quảvậy sao chẳng họ cặp đôi hoàn_hảo hay sao mời bạn đón xem cái bí_mật họ tự gọi mình kuzu no honkai cặn_bã xã_hội anime_bộ seinen school romance drama nhật_bản người_lớn
kuusen madoushi kouhosei no kyoukan,343386,9.5,series anime_tv thuộc thể_loại khoa_học viễn_tưởng kết_hợp fantasy sản_xuất bởi công_ty diomedéa dựa bộ light novel tên tác_giả moroboshi yū khán_giả đến thế_giới giả_tưởng con_người sống thành_phố bay lơ_lửng chiến_đấu sống_còn loài con_trùng to_lớn phép_thuật nhân_vật chính_pháp_sư tài,anime_bộ school fantasy drama magic action,nhật_bản,636,tuổi_teen,2015.0,series anime_tv thuộc thể_loại khoa_học viễn_tưởng kết_hợp fantasy sản_xuất bởi công_ty diomedéa dựa bộ light novel tên tác_giả moroboshi yū khán_giả đến thế_giới giả_tưởng con_người sống thành_phố bay lơ_lửng chiến_đấu sống_còn loài con_trùng to_lớn phép_thuật nhân_vật chính_pháp_sư tài anime_bộ school fantasy drama magic action nhật_bản tuổi_teen
kurozuka,43122,7.7,kuro con_người thuộc thế_kỷ trốn chạy đến ngọn núi thua anh_trai mình anh gặp người phụ_nữ xinh_đẹp kỳ_lạ tên kuromitsu kuro yêu kuromitsu anh nhận cô liên_quan tới bí_mật nào kuromitsu người bất_tử cô chết_thể chết tiếp_tục sống hàng ngàn năm … đến xã_hội nhật_bản tương_lai …,anime_bộ sci-fi romance vampire drama historical horror action,nhật_bản,33,người_lớn,2008.0,kuro con_người thuộc thế_kỷ trốn chạy đến ngọn núi thua anh_trai mình anh gặp người phụ_nữ xinh_đẹp kỳ_lạ tên kuromitsu kuro yêu kuromitsu anh nhận cô liên_quan tới bí_mật nào kuromitsu người bất_tử cô chết_thể chết tiếp_tục sống hàng ngàn năm … đến xã_hội nhật_bản tương_lai … anime_bộ sci-fi romance vampire drama historical horror action nhật_bản người_lớn
"kumo no mukou, yakusoku no basho",28435,9.8,bộ phim lấy bối_cảnh nước_nhật chiến_tranh thế_giới trong cốt truyện hư_cấu nước nhật chia_cắt làm thất_bại hokkaido quản_lý bởi liên_minh trong honshu hòn đảo khác_nhật quản_lý bởi nước mỹ_câu bắt_đầu bằng lời hứa đôi bạn học lớp cô bé khối ngày nào cô vượt cột tháp bằng máy_bay họ trong quá_trình lắp_ráp hay_biết cô gái mối quan_hệ mật_thiết sức_mạnh huyền_bí cột tháp giấc mơ đến ngày cô gái biến mất đôi bạn cảm_thấy còn lý tiếp_tục công_lắp_ráp mình,anime_lẻ sci-fi romance drama military,nhật_bản,37,tuổi_teen,2004.0,bộ phim lấy bối_cảnh nước_nhật chiến_tranh thế_giới trong cốt truyện hư_cấu nước nhật chia_cắt làm thất_bại hokkaido quản_lý bởi liên_minh trong honshu hòn đảo khác_nhật quản_lý bởi nước mỹ_câu bắt_đầu bằng lời hứa đôi bạn học lớp cô bé khối ngày nào cô vượt cột tháp bằng máy_bay họ trong quá_trình lắp_ráp hay_biết cô gái mối quan_hệ mật_thiết sức_mạnh huyền_bí cột tháp giấc mơ đến ngày cô gái biến mất đôi bạn cảm_thấy còn lý tiếp_tục công_lắp_ráp mình anime_lẻ sci-fi romance drama military nhật_bản tuổi_teen
lạc vào khu rừng đom đóm,2703,9.7,tình_yêu nào khởi_đầu rõ_ràng nó bắt_đầu tình_bạn giản_đơn trong_sáng thời_gian trôi đi tình_cảm trui_rèn xa_cách gian đến sợi đỏ giữa con_người trở rõ_ràng chắc_chắn còn khoảng_cách nào tồn giữa họ tình_yêu trong hotarubi no mori e đẹp_đẽ thế oái_ăm thay dù ở bên nhau gần họ chẳng_thể chạm nhau mối tình ấy đi đến đâu mời bạn xem phim biết câu trả_lời,anime_lẻ shoujo romance supernatural drama,nhật_bản,318,mọi_lứa_tuổi,2011.0,tình_yêu nào khởi_đầu rõ_ràng nó bắt_đầu tình_bạn giản_đơn trong_sáng thời_gian trôi đi tình_cảm trui_rèn xa_cách gian đến sợi đỏ giữa con_người trở rõ_ràng chắc_chắn còn khoảng_cách nào tồn giữa họ tình_yêu trong hotarubi no mori e đẹp_đẽ thế oái_ăm thay dù ở bên nhau gần họ chẳng_thể chạm nhau mối tình ấy đi đến đâu mời bạn xem phim biết câu trả_lời anime_lẻ shoujo romance supernatural drama nhật_bản mọi_lứa_tuổi
mộ đom đóm,17436,9.7,đặt trong bối_cảnh giai_đoạn cuối chiến_tranh thế_giới ở nhật_bản bộ phim kể câu chua_xót cảm_động_tình anh_em đứa trẻ mồ_côi seita 清太 em_gái cậu setsuko 節子 anh_em mất mẹ thả bom dữ_dội quân_mỹ thành_phố kobe trong cha đứa chiến_đấu hải_quân_hoàng gia_nhật seita setsuko_vật lộn_tồn giữa bên nạn đói bên thờ_ơ đến nhẫn_tâm người xung_quanh trong người họ_hàng đứa trẻ cuối setsuko chết thiếu ăn_hình_vẽ miêu_tả đau_đớn cái chết cô bé_thể coi_cảnh phim bi_thương nhất trong lịch_sử hoạt_hình nhật_bản,anime_lẻ drama historical,nhật_bản,122,tuổi_teen,1988.0,đặt trong bối_cảnh giai_đoạn cuối chiến_tranh thế_giới ở nhật_bản bộ phim kể câu chua_xót cảm_động_tình anh_em đứa trẻ mồ_côi seita 清太 em_gái cậu setsuko 節子 anh_em mất mẹ thả bom dữ_dội quân_mỹ thành_phố kobe trong cha đứa chiến_đấu hải_quân_hoàng gia_nhật seita setsuko_vật lộn_tồn giữa bên nạn đói bên thờ_ơ đến nhẫn_tâm người xung_quanh trong người họ_hàng đứa trẻ cuối setsuko chết thiếu ăn_hình_vẽ miêu_tả đau_đớn cái chết cô bé_thể coi_cảnh phim bi_thương nhất trong lịch_sử hoạt_hình nhật_bản anime_lẻ drama historical nhật_bản tuổi_teen
hoshi no koe,42449,9.5,nhân_loại lo_sợ nguy_cơ người ngoài hành_tinh xâm_chiếm xây_dựng hạm đội chuyên tìm_kiếm tiêu_diện sinh_vật vũ_trụ đe dọa trực_tiếp tới tồn_vong mình mikako nagamine tuổi thành_viên trẻ nhất trong hạm đội tuổi_cắp sách tới trường trận_chiến liên_tục khiến cô nhớ tới cậu bạn trai noboru terao ở trái_đất mình con_người ấy số_phận đem họ lựa_chọn khác nhau sợi dây kiên_kết mong_manh duy_nhất giữa người tin nhắn tháng “ mất tháng tin nhắn đến cậu ” … liệu cách_biệt_gian thời_gian làm tình_yêu người nhạt phai_liệu mikako còn sống gặp noboru,anime_lẻ sci-fi romance space drama mecha,nhật_bản,24,tuổi_teen,2002.0,nhân_loại lo_sợ nguy_cơ người ngoài hành_tinh xâm_chiếm xây_dựng hạm đội chuyên tìm_kiếm tiêu_diện sinh_vật vũ_trụ đe dọa trực_tiếp tới tồn_vong mình mikako nagamine tuổi thành_viên trẻ nhất trong hạm đội tuổi_cắp sách tới trường trận_chiến liên_tục khiến cô nhớ tới cậu bạn trai noboru terao ở trái_đất mình con_người ấy số_phận đem họ lựa_chọn khác nhau sợi dây kiên_kết mong_manh duy_nhất giữa người tin nhắn tháng “ mất tháng tin nhắn đến cậu ” … liệu cách_biệt_gian thời_gian làm tình_yêu người nhạt phai_liệu mikako còn sống gặp noboru anime_lẻ sci-fi romance space drama mecha nhật_bản tuổi_teen
hachimitsu to clover ii,18684,7.0,yuta morita yêu hagu lần đầu_tiên nhìn thấy cô trái yuta luôn_luôn quan_sát cô lặng_lẽ luôn ở bên cô cô morita luôn tấn_công hagu bằng cách quái_đản khiến cô sợ phát khóc mãi cô mới quen_mặt anh_chàng trong honey and_clover còn takumi mayama sinh_viên tư_trường người chững_chạc nhất nhóm chỗ dựa tinh_thần mọi người mayama yêu rika người phụ_nữ lớn_tuổi mình trong câu còn xuất_hiện ayumi yamada nhân_vật nữ hagu khâm_phục cô gái nổi_tiếng trong trường xinh_đẹp biệt_danh_thiết nương_nghĩa người khác cú gục yamada yêu mayama dù biết anh hề yêu cô source ann,anime_bộ romance slice_of_life drama josei,nhật_bản,1,tuổi_teen,2006.0,yuta morita yêu hagu lần đầu_tiên nhìn thấy cô trái yuta luôn_luôn quan_sát cô lặng_lẽ luôn ở bên cô cô morita luôn tấn_công hagu bằng cách quái_đản khiến cô sợ phát khóc mãi cô mới quen_mặt anh_chàng trong honey and_clover còn takumi mayama sinh_viên tư_trường người chững_chạc nhất nhóm chỗ dựa tinh_thần mọi người mayama yêu rika người phụ_nữ lớn_tuổi mình trong câu còn xuất_hiện ayumi yamada nhân_vật nữ hagu khâm_phục cô gái nổi_tiếng trong trường xinh_đẹp biệt_danh_thiết nương_nghĩa người khác cú gục yamada yêu mayama dù biết anh hề yêu cô source ann anime_bộ romance slice_of_life drama josei nhật_bản tuổi_teen
